[s],CH2[V]
1.34496E-01,3.127E+00
1.34500E-01,3.127E+00
1.34504E-01,3.127E+00
1.34508E-01,3.127E+00
1.34512E-01,3.127E+00
1.34516E-01,2.727E+00
1.34520E-01,2.727E+00
1.34524E-01,3.127E+00
1.34528E-01,3.127E+00
1.34532E-01,3.127E+00
1.34536E-01,3.127E+00
1.34540E-01,3.127E+00
1.34544E-01,3.127E+00
1.34548E-01,2.727E+00
1.34552E-01,2.727E+00
1.34556E-01,2.727E+00
1.34560E-01,2.727E+00
1.34564E-01,2.727E+00
1.34568E-01,2.727E+00
1.34572E-01,2.727E+00
1.34576E-01,2.727E+00
1.34580E-01,2.727E+00
1.34584E-01,2.727E+00
1.34588E-01,2.727E+00
1.34592E-01,2.727E+00
1.34596E-01,2.727E+00
1.34600E-01,2.727E+00
1.34604E-01,3.127E+00
1.34608E-01,2.727E+00
1.34612E-01,2.727E+00
1.34616E-01,2.327E+00
1.34620E-01,3.127E+00
1.34624E-01,3.127E+00
1.34628E-01,2.727E+00
1.34632E-01,2.727E+00
1.34636E-01,2.727E+00
1.34640E-01,2.727E+00
1.34644E-01,2.727E+00
1.34648E-01,2.727E+00
1.34652E-01,2.327E+00
1.34656E-01,2.727E+00
1.34660E-01,2.327E+00
1.34664E-01,2.727E+00
1.34668E-01,2.727E+00
1.34672E-01,2.327E+00
1.34676E-01,2.727E+00
1.34680E-01,2.327E+00
1.34684E-01,2.327E+00
1.34688E-01,2.327E+00
1.34692E-01,2.327E+00
1.34696E-01,2.727E+00
1.34700E-01,2.327E+00
1.34704E-01,2.327E+00
1.34708E-01,2.327E+00
1.34712E-01,2.327E+00
1.34716E-01,2.327E+00
1.34720E-01,2.327E+00
1.34724E-01,2.327E+00
1.34728E-01,2.327E+00
1.34732E-01,2.327E+00
1.34736E-01,2.327E+00
1.34740E-01,1.927E+00
1.34744E-01,2.327E+00
1.34748E-01,2.327E+00
1.34752E-01,2.327E+00
1.34756E-01,1.927E+00
1.34760E-01,2.327E+00
1.34764E-01,1.927E+00
1.34768E-01,2.327E+00
1.34772E-01,1.927E+00
1.34776E-01,1.927E+00
1.34780E-01,1.927E+00
1.34784E-01,2.327E+00
1.34788E-01,1.927E+00
1.34792E-01,1.927E+00
1.34796E-01,1.927E+00
1.34800E-01,1.927E+00
1.34804E-01,1.927E+00
1.34808E-01,1.927E+00
1.34812E-01,1.927E+00
1.34816E-01,1.927E+00
1.34820E-01,1.927E+00
1.34824E-01,1.927E+00
1.34828E-01,1.927E+00
1.34832E-01,1.927E+00
1.34836E-01,1.927E+00
1.34840E-01,1.527E+00
1.34844E-01,1.927E+00
1.34848E-01,1.927E+00
1.34852E-01,1.927E+00
1.34856E-01,1.927E+00
1.34860E-01,1.927E+00
1.34864E-01,1.527E+00
1.34868E-01,1.927E+00
1.34872E-01,1.927E+00
1.34876E-01,1.927E+00
1.34880E-01,1.527E+00
1.34884E-01,1.927E+00
1.34888E-01,1.527E+00
1.34892E-01,1.527E+00
1.34896E-01,1.127E+00
1.34900E-01,1.927E+00
1.34904E-01,1.927E+00
1.34908E-01,1.127E+00
1.34912E-01,1.527E+00
1.34916E-01,1.527E+00
1.34920E-01,1.127E+00
1.34924E-01,1.527E+00
1.34928E-01,1.527E+00
1.34932E-01,1.527E+00
1.34936E-01,1.527E+00
1.34940E-01,1.127E+00
1.34944E-01,1.527E+00
1.34948E-01,1.527E+00
1.34952E-01,1.127E+00
1.34956E-01,1.127E+00
1.34960E-01,1.527E+00
1.34964E-01,1.127E+00
1.34968E-01,1.127E+00
1.34972E-01,1.127E+00
1.34976E-01,1.527E+00
1.34980E-01,1.527E+00
1.34984E-01,1.527E+00
1.34988E-01,1.127E+00
1.34992E-01,1.527E+00
1.34996E-01,1.127E+00
1.35000E-01,1.527E+00
1.35004E-01,1.127E+00
1.35008E-01,1.127E+00
1.35012E-01,1.127E+00
1.35016E-01,1.127E+00
1.35020E-01,1.127E+00
1.35024E-01,1.127E+00
1.35028E-01,1.127E+00
1.35032E-01,1.127E+00
1.35036E-01,1.127E+00
1.35040E-01,7.274E-01
1.35044E-01,1.127E+00
1.35048E-01,1.127E+00
1.35052E-01,7.274E-01
1.35056E-01,7.274E-01
1.35060E-01,1.127E+00
1.35064E-01,7.274E-01
1.35068E-01,1.127E+00
1.35072E-01,1.127E+00
1.35076E-01,1.127E+00
1.35080E-01,1.127E+00
1.35084E-01,7.274E-01
1.35088E-01,7.274E-01
1.35092E-01,7.274E-01
1.35096E-01,7.274E-01
1.35100E-01,1.127E+00
1.35104E-01,7.274E-01
1.35108E-01,7.274E-01
1.35112E-01,7.274E-01
1.35116E-01,7.274E-01
1.35120E-01,7.274E-01
1.35124E-01,7.274E-01
1.35128E-01,7.274E-01
1.35132E-01,3.274E-01
1.35136E-01,-7.260E-02
1.35140E-01,7.274E-01
1.35144E-01,3.274E-01
1.35148E-01,7.274E-01
1.35152E-01,3.274E-01
1.35156E-01,7.274E-01
1.35160E-01,3.274E-01
1.35164E-01,3.274E-01
1.35168E-01,3.274E-01
1.35172E-01,3.274E-01
1.35176E-01,7.274E-01
1.35180E-01,3.274E-01
1.35184E-01,7.274E-01
1.35188E-01,3.274E-01
1.35192E-01,7.274E-01
1.35196E-01,3.274E-01
1.35200E-01,3.274E-01
1.35204E-01,3.274E-01
1.35208E-01,3.274E-01
1.35212E-01,3.274E-01
1.35216E-01,3.274E-01
1.35220E-01,3.274E-01
1.35224E-01,-7.260E-02
1.35228E-01,3.274E-01
1.35232E-01,3.274E-01
1.35236E-01,-7.260E-02
1.35240E-01,3.274E-01
1.35244E-01,3.274E-01
1.35248E-01,3.274E-01
1.35252E-01,3.274E-01
1.35256E-01,3.274E-01
1.35260E-01,-7.260E-02
1.35264E-01,3.274E-01
1.35268E-01,3.274E-01
1.35272E-01,-7.260E-02
1.35276E-01,-7.260E-02
1.35280E-01,-7.260E-02
1.35284E-01,3.274E-01
1.35288E-01,-7.260E-02
1.35292E-01,3.274E-01
1.35296E-01,-7.260E-02
1.35300E-01,-7.260E-02
1.35304E-01,-7.260E-02
1.35308E-01,-7.260E-02
1.35312E-01,-7.260E-02
1.35316E-01,-7.260E-02
1.35320E-01,-7.260E-02
1.35324E-01,-7.260E-02
1.35328E-01,3.274E-01
1.35332E-01,3.274E-01
1.35336E-01,-7.260E-02
1.35340E-01,-7.260E-02
1.35344E-01,-4.726E-01
1.35348E-01,-7.260E-02
1.35352E-01,-7.260E-02
1.35356E-01,-4.726E-01
1.35360E-01,-7.260E-02
1.35364E-01,-7.260E-02
1.35368E-01,-7.260E-02
1.35372E-01,-7.260E-02
1.35376E-01,-4.726E-01
1.35380E-01,-4.726E-01
1.35384E-01,-7.260E-02
1.35388E-01,-4.726E-01
1.35392E-01,-7.260E-02
1.35396E-01,-4.726E-01
1.35400E-01,-4.726E-01
1.35404E-01,-4.726E-01
1.35408E-01,-4.726E-01
1.35412E-01,-4.726E-01
1.35416E-01,-4.726E-01
1.35420E-01,-4.726E-01
1.35424E-01,-4.726E-01
1.35428E-01,-8.726E-01
1.35432E-01,-7.260E-02
1.35436E-01,-8.726E-01
1.35440E-01,-4.726E-01
1.35444E-01,-4.726E-01
1.35448E-01,-4.726E-01
1.35452E-01,-4.726E-01
1.35456E-01,-4.726E-01
1.35460E-01,-4.726E-01
1.35464E-01,-4.726E-01
1.35468E-01,-8.726E-01
1.35472E-01,-8.726E-01
1.35476E-01,-8.726E-01
1.35480E-01,-4.726E-01
1.35484E-01,-8.726E-01
1.35488E-01,-8.726E-01
1.35492E-01,-4.726E-01
1.35496E-01,-8.726E-01
1.35500E-01,-4.726E-01
1.35504E-01,-8.726E-01
1.35508E-01,-8.726E-01
1.35512E-01,-8.726E-01
1.35516E-01,-8.726E-01
1.35520E-01,-8.726E-01
1.35524E-01,-1.273E+00
1.35528E-01,-8.726E-01
1.35532E-01,-8.726E-01
1.35536E-01,-8.726E-01
1.35540E-01,-1.273E+00
1.35544E-01,-8.726E-01
1.35548E-01,-8.726E-01
1.35552E-01,-1.273E+00
1.35556E-01,-8.726E-01
1.35560E-01,-8.726E-01
1.35564E-01,-1.273E+00
1.35568E-01,-1.273E+00
1.35572E-01,-1.273E+00
1.35576E-01,-8.726E-01
1.35580E-01,-8.726E-01
1.35584E-01,-1.273E+00
1.35588E-01,-8.726E-01
1.35592E-01,-1.273E+00
1.35596E-01,-1.273E+00
1.35600E-01,-8.726E-01
1.35604E-01,-8.726E-01
1.35608E-01,-8.726E-01
1.35612E-01,-7.260E-02
1.35616E-01,-4.726E-01
1.35620E-01,-7.260E-02
1.35624E-01,3.274E-01
1.35628E-01,3.274E-01
1.35632E-01,3.274E-01
1.35636E-01,3.274E-01
1.35640E-01,3.274E-01
1.35644E-01,7.274E-01
1.35648E-01,7.274E-01
1.35652E-01,7.274E-01
1.35656E-01,7.274E-01
1.35660E-01,7.274E-01
1.35664E-01,1.127E+00
1.35668E-01,7.274E-01
1.35672E-01,1.127E+00
1.35676E-01,1.127E+00
1.35680E-01,7.274E-01
1.35684E-01,7.274E-01
1.35688E-01,1.127E+00
1.35692E-01,7.274E-01
1.35696E-01,1.527E+00
1.35700E-01,1.127E+00
1.35704E-01,1.127E+00
1.35708E-01,1.127E+00
1.35712E-01,1.127E+00
1.35716E-01,1.127E+00
1.35720E-01,1.127E+00
1.35724E-01,1.127E+00
1.35728E-01,1.127E+00
1.35732E-01,1.127E+00
1.35736E-01,1.127E+00
1.35740E-01,1.127E+00
1.35744E-01,1.127E+00
1.35748E-01,1.127E+00
1.35752E-01,1.527E+00
1.35756E-01,1.527E+00
1.35760E-01,1.127E+00
1.35764E-01,1.527E+00
1.35768E-01,1.527E+00
1.35772E-01,1.527E+00
1.35776E-01,1.527E+00
1.35780E-01,1.527E+00
1.35784E-01,1.527E+00
1.35788E-01,1.527E+00
1.35792E-01,1.527E+00
1.35796E-01,1.527E+00
1.35800E-01,1.527E+00
1.35804E-01,1.527E+00
1.35808E-01,1.527E+00
1.35812E-01,1.927E+00
1.35816E-01,1.527E+00
1.35820E-01,1.927E+00
1.35824E-01,1.927E+00
1.35828E-01,1.927E+00
1.35832E-01,1.527E+00
1.35836E-01,1.527E+00
1.35840E-01,1.527E+00
1.35844E-01,2.327E+00
1.35848E-01,1.927E+00
1.35852E-01,1.927E+00
1.35856E-01,1.927E+00
1.35860E-01,1.927E+00
1.35864E-01,1.527E+00
1.35868E-01,1.927E+00
1.35872E-01,1.927E+00
1.35876E-01,2.327E+00
1.35880E-01,1.927E+00
1.35884E-01,1.927E+00
1.35888E-01,1.927E+00
1.35892E-01,2.327E+00
1.35896E-01,1.527E+00
1.35900E-01,1.927E+00
1.35904E-01,1.927E+00
1.35908E-01,1.927E+00
1.35912E-01,2.327E+00
1.35916E-01,2.727E+00
1.35920E-01,2.327E+00
1.35924E-01,2.327E+00
1.35928E-01,1.927E+00
1.35932E-01,2.327E+00
1.35936E-01,2.327E+00
1.35940E-01,1.927E+00
1.35944E-01,2.327E+00
1.35948E-01,1.927E+00
1.35952E-01,1.927E+00
1.35956E-01,2.327E+00
1.35960E-01,1.927E+00
1.35964E-01,1.927E+00
1.35968E-01,2.327E+00
1.35972E-01,2.327E+00
1.35976E-01,2.327E+00
1.35980E-01,2.327E+00
1.35984E-01,2.327E+00
1.35988E-01,2.327E+00
1.35992E-01,2.327E+00
1.35996E-01,2.327E+00
1.36000E-01,2.727E+00
1.36004E-01,2.327E+00
1.36008E-01,3.127E+00
1.36012E-01,2.727E+00
1.36016E-01,2.327E+00
1.36020E-01,1.927E+00
1.36024E-01,2.727E+00
1.36028E-01,2.327E+00
1.36032E-01,2.727E+00
1.36036E-01,2.727E+00
1.36040E-01,2.727E+00
1.36044E-01,2.327E+00
1.36048E-01,2.327E+00
1.36052E-01,2.727E+00
1.36056E-01,2.727E+00
1.36060E-01,2.727E+00
1.36064E-01,2.727E+00
1.36068E-01,2.727E+00
1.36072E-01,2.727E+00
1.36076E-01,2.327E+00
1.36080E-01,2.727E+00
1.36084E-01,2.727E+00
1.36088E-01,2.727E+00
1.36092E-01,2.727E+00
1.36096E-01,2.727E+00
1.36100E-01,2.727E+00
1.36104E-01,2.727E+00
1.36108E-01,2.727E+00
1.36112E-01,2.727E+00
1.36116E-01,2.727E+00
1.36120E-01,2.727E+00
1.36124E-01,3.127E+00
1.36128E-01,3.127E+00
1.36132E-01,3.127E+00
1.36136E-01,2.727E+00
1.36140E-01,3.127E+00
1.36144E-01,2.727E+00
1.36148E-01,2.727E+00
1.36152E-01,3.127E+00
1.36156E-01,2.727E+00
1.36160E-01,3.127E+00
1.36164E-01,3.127E+00
1.36168E-01,2.727E+00
1.36172E-01,2.727E+00
1.36176E-01,3.127E+00
1.36180E-01,3.127E+00
1.36184E-01,3.127E+00
1.36188E-01,3.127E+00
1.36192E-01,3.127E+00
1.36196E-01,3.127E+00
1.36200E-01,3.127E+00
1.36204E-01,3.127E+00
1.36208E-01,3.127E+00
1.36212E-01,3.127E+00
1.36216E-01,3.127E+00
1.36220E-01,3.127E+00
1.36224E-01,3.127E+00
1.36228E-01,3.127E+00
1.36232E-01,3.127E+00
1.36236E-01,3.127E+00
1.36240E-01,3.527E+00
1.36244E-01,3.127E+00
1.36248E-01,3.127E+00
1.36252E-01,3.127E+00
1.36256E-01,3.127E+00
1.36260E-01,3.527E+00
1.36264E-01,3.527E+00
1.36268E-01,3.527E+00
1.36272E-01,3.127E+00
1.36276E-01,3.127E+00
1.36280E-01,3.527E+00
1.36284E-01,3.527E+00
1.36288E-01,3.527E+00
1.36292E-01,3.527E+00
1.36296E-01,3.527E+00
1.36300E-01,3.527E+00
1.36304E-01,3.527E+00
1.36308E-01,3.527E+00
1.36312E-01,3.527E+00
1.36316E-01,3.127E+00
1.36320E-01,3.527E+00
1.36324E-01,3.527E+00
1.36328E-01,3.927E+00
1.36332E-01,3.527E+00
1.36336E-01,3.527E+00
1.36340E-01,3.527E+00
1.36344E-01,3.527E+00
1.36348E-01,3.527E+00
1.36352E-01,3.527E+00
1.36356E-01,3.527E+00
1.36360E-01,3.527E+00
1.36364E-01,3.927E+00
1.36368E-01,3.927E+00
1.36372E-01,3.527E+00
1.36376E-01,3.927E+00
1.36380E-01,3.927E+00
1.36384E-01,3.927E+00
1.36388E-01,3.527E+00
1.36392E-01,3.927E+00
1.36396E-01,3.527E+00
1.36400E-01,3.927E+00
1.36404E-01,3.927E+00
1.36408E-01,3.927E+00
1.36412E-01,3.927E+00
1.36416E-01,3.927E+00
1.36420E-01,3.927E+00
1.36424E-01,3.927E+00
1.36428E-01,3.527E+00
1.36432E-01,3.927E+00
1.36436E-01,3.927E+00
1.36440E-01,4.327E+00
1.36444E-01,3.927E+00
1.36448E-01,4.327E+00
1.36452E-01,3.927E+00
1.36456E-01,3.927E+00
1.36460E-01,3.927E+00
1.36464E-01,3.927E+00
1.36468E-01,3.927E+00
1.36472E-01,3.927E+00
1.36476E-01,4.327E+00
1.36480E-01,4.327E+00
1.36484E-01,4.327E+00
1.36488E-01,4.327E+00
1.36492E-01,4.327E+00
1.36496E-01,4.327E+00
1.36500E-01,4.327E+00
1.36504E-01,4.327E+00
1.36508E-01,4.327E+00
1.36512E-01,3.927E+00
1.36516E-01,3.927E+00
1.36520E-01,4.727E+00
1.36524E-01,4.327E+00
1.36528E-01,4.327E+00
1.36532E-01,4.327E+00
1.36536E-01,4.327E+00
1.36540E-01,4.327E+00
1.36544E-01,4.727E+00
1.36548E-01,4.327E+00
1.36552E-01,4.327E+00
1.36556E-01,4.727E+00
1.36560E-01,4.327E+00
1.36564E-01,4.727E+00
1.36568E-01,4.727E+00
1.36572E-01,4.327E+00
1.36576E-01,4.327E+00
1.36580E-01,4.727E+00
1.36584E-01,4.727E+00
1.36588E-01,4.727E+00
1.36592E-01,4.727E+00
1.36596E-01,4.727E+00
1.36600E-01,4.327E+00
1.36604E-01,4.727E+00
1.36608E-01,4.727E+00
1.36612E-01,4.727E+00
1.36616E-01,4.727E+00
1.36620E-01,4.727E+00
1.36624E-01,4.727E+00
1.36628E-01,4.727E+00
1.36632E-01,4.327E+00
1.36636E-01,4.327E+00
1.36640E-01,4.727E+00
1.36644E-01,4.727E+00
1.36648E-01,4.727E+00
1.36652E-01,4.727E+00
1.36656E-01,5.127E+00
1.36660E-01,4.727E+00
1.36664E-01,4.727E+00
1.36668E-01,4.727E+00
1.36672E-01,4.727E+00
1.36676E-01,4.727E+00
1.36680E-01,4.727E+00
1.36684E-01,5.127E+00
1.36688E-01,4.727E+00
1.36692E-01,4.727E+00
1.36696E-01,4.727E+00
1.36700E-01,5.127E+00
1.36704E-01,5.127E+00
1.36708E-01,5.127E+00
1.36712E-01,4.727E+00
1.36716E-01,4.727E+00
1.36720E-01,4.727E+00
1.36724E-01,5.127E+00
1.36728E-01,5.127E+00
1.36732E-01,5.127E+00
1.36736E-01,5.127E+00
1.36740E-01,5.127E+00
1.36744E-01,5.127E+00
1.36748E-01,5.127E+00
1.36752E-01,5.127E+00
1.36756E-01,5.127E+00
1.36760E-01,5.127E+00
1.36764E-01,5.527E+00
1.36768E-01,5.127E+00
1.36772E-01,5.127E+00
1.36776E-01,5.527E+00
1.36780E-01,5.127E+00
1.36784E-01,5.127E+00
1.36788E-01,5.527E+00
1.36792E-01,5.127E+00
1.36796E-01,5.127E+00
1.36800E-01,5.127E+00
1.36804E-01,5.127E+00
1.36808E-01,5.127E+00
1.36812E-01,5.127E+00
1.36816E-01,5.527E+00
1.36820E-01,5.127E+00
1.36824E-01,5.527E+00
1.36828E-01,5.127E+00
1.36832E-01,5.527E+00
1.36836E-01,5.927E+00
1.36840E-01,5.127E+00
1.36844E-01,5.127E+00
1.36848E-01,5.127E+00
1.36852E-01,5.127E+00
1.36856E-01,5.527E+00
1.36860E-01,5.527E+00
1.36864E-01,5.527E+00
1.36868E-01,5.527E+00
1.36872E-01,5.527E+00
1.36876E-01,5.527E+00
1.36880E-01,5.927E+00
1.36884E-01,5.527E+00
1.36888E-01,5.927E+00
1.36892E-01,5.527E+00
1.36896E-01,5.527E+00
1.36900E-01,5.527E+00
1.36904E-01,5.527E+00
1.36908E-01,5.527E+00
1.36912E-01,5.527E+00
1.36916E-01,5.527E+00
1.36920E-01,5.927E+00
1.36924E-01,5.927E+00
1.36928E-01,5.527E+00
1.36932E-01,5.927E+00
1.36936E-01,5.527E+00
1.36940E-01,5.927E+00
1.36944E-01,5.527E+00
1.36948E-01,5.927E+00
1.36952E-01,5.927E+00
1.36956E-01,5.527E+00
1.36960E-01,5.927E+00
1.36964E-01,5.927E+00
1.36968E-01,5.927E+00
1.36972E-01,5.927E+00
1.36976E-01,5.927E+00
1.36980E-01,5.927E+00
1.36984E-01,5.927E+00
1.36988E-01,5.927E+00
1.36992E-01,6.327E+00
1.36996E-01,5.927E+00
1.37000E-01,5.927E+00
1.37004E-01,6.327E+00
1.37008E-01,6.327E+00
1.37012E-01,5.927E+00
1.37016E-01,5.527E+00
1.37020E-01,6.727E+00
1.37024E-01,5.927E+00
1.37028E-01,6.327E+00
1.37032E-01,5.927E+00
1.37036E-01,5.927E+00
1.37040E-01,5.927E+00
1.37044E-01,6.327E+00
1.37048E-01,6.327E+00
1.37052E-01,6.327E+00
1.37056E-01,5.927E+00
1.37060E-01,6.327E+00
1.37064E-01,6.327E+00
1.37068E-01,6.327E+00
1.37072E-01,5.927E+00
1.37076E-01,5.927E+00
1.37080E-01,6.327E+00
1.37084E-01,6.327E+00
1.37088E-01,6.327E+00
1.37092E-01,6.327E+00
1.37096E-01,6.327E+00
1.37100E-01,6.327E+00
1.37104E-01,6.327E+00
1.37108E-01,6.327E+00
1.37112E-01,6.327E+00
1.37116E-01,6.727E+00
1.37120E-01,6.727E+00
1.37124E-01,6.327E+00
1.37128E-01,6.327E+00
1.37132E-01,6.327E+00
1.37136E-01,6.327E+00
1.37140E-01,6.727E+00
1.37144E-01,6.327E+00
1.37148E-01,6.727E+00
1.37152E-01,6.727E+00
1.37156E-01,5.927E+00
1.37160E-01,6.727E+00
1.37164E-01,6.327E+00
1.37168E-01,6.727E+00
1.37172E-01,6.327E+00
1.37176E-01,6.327E+00
1.37180E-01,6.727E+00
1.37184E-01,6.327E+00
1.37188E-01,7.127E+00
1.37192E-01,6.727E+00
1.37196E-01,6.727E+00
1.37200E-01,6.727E+00
1.37204E-01,6.727E+00
1.37208E-01,6.727E+00
1.37212E-01,6.727E+00
1.37216E-01,6.727E+00
1.37220E-01,6.727E+00
1.37224E-01,6.727E+00
1.37228E-01,6.327E+00
1.37232E-01,6.327E+00
1.37236E-01,6.327E+00
1.37240E-01,6.727E+00
1.37244E-01,6.727E+00
1.37248E-01,6.727E+00
1.37252E-01,6.727E+00
1.37256E-01,6.727E+00
1.37260E-01,7.127E+00
1.37264E-01,6.727E+00
1.37268E-01,6.727E+00
1.37272E-01,6.727E+00
1.37276E-01,7.127E+00
1.37280E-01,6.727E+00
1.37284E-01,6.727E+00
1.37288E-01,6.727E+00
1.37292E-01,6.727E+00
1.37296E-01,7.127E+00
1.37300E-01,7.127E+00
1.37304E-01,7.127E+00
1.37308E-01,7.127E+00
1.37312E-01,7.127E+00
1.37316E-01,7.127E+00
1.37320E-01,7.127E+00
1.37324E-01,7.127E+00
1.37328E-01,7.127E+00
1.37332E-01,6.727E+00
1.37336E-01,7.127E+00
1.37340E-01,7.127E+00
1.37344E-01,6.727E+00
1.37348E-01,7.127E+00
1.37352E-01,7.127E+00
1.37356E-01,6.727E+00
1.37360E-01,6.727E+00
1.37364E-01,7.127E+00
1.37368E-01,7.127E+00
1.37372E-01,7.127E+00
1.37376E-01,7.127E+00
1.37380E-01,7.127E+00
1.37384E-01,7.527E+00
1.37388E-01,7.127E+00
1.37392E-01,7.127E+00
1.37396E-01,7.127E+00
1.37400E-01,7.127E+00
1.37404E-01,7.127E+00
1.37408E-01,7.127E+00
1.37412E-01,7.527E+00
1.37416E-01,7.127E+00
1.37420E-01,7.527E+00
1.37424E-01,7.127E+00
1.37428E-01,7.127E+00
1.37432E-01,7.127E+00
1.37436E-01,7.127E+00
1.37440E-01,7.127E+00
1.37444E-01,7.527E+00
1.37448E-01,7.527E+00
1.37452E-01,7.127E+00
1.37456E-01,7.527E+00
1.37460E-01,7.527E+00
1.37464E-01,7.527E+00
1.37468E-01,7.527E+00
1.37472E-01,7.127E+00
1.37476E-01,7.527E+00
1.37480E-01,7.527E+00
1.37484E-01,7.127E+00
1.37488E-01,7.527E+00
1.37492E-01,7.527E+00
1.37496E-01,7.527E+00
1.37500E-01,7.527E+00
1.37504E-01,7.527E+00
1.37508E-01,7.127E+00
1.37512E-01,7.527E+00
1.37516E-01,7.527E+00
1.37520E-01,7.527E+00
1.37524E-01,7.127E+00
1.37528E-01,7.927E+00
1.37532E-01,7.527E+00
1.37536E-01,7.527E+00
1.37540E-01,7.527E+00
1.37544E-01,7.927E+00
1.37548E-01,7.527E+00
1.37552E-01,7.527E+00
1.37556E-01,7.127E+00
1.37560E-01,7.527E+00
1.37564E-01,7.927E+00
1.37568E-01,7.927E+00
1.37572E-01,7.527E+00
1.37576E-01,7.927E+00
1.37580E-01,7.927E+00
1.37584E-01,7.927E+00
1.37588E-01,7.527E+00
1.37592E-01,7.527E+00
1.37596E-01,7.527E+00
1.37600E-01,7.527E+00
1.37604E-01,7.927E+00
1.37608E-01,7.927E+00
1.37612E-01,7.527E+00
1.37616E-01,7.927E+00
1.37620E-01,7.927E+00
1.37624E-01,7.527E+00
1.37628E-01,7.927E+00
1.37632E-01,7.927E+00
1.37636E-01,7.527E+00
1.37640E-01,7.927E+00
1.37644E-01,7.927E+00
1.37648E-01,7.927E+00
1.37652E-01,7.927E+00
1.37656E-01,7.527E+00
1.37660E-01,7.927E+00
1.37664E-01,8.327E+00
1.37668E-01,8.327E+00
1.37672E-01,7.927E+00
1.37676E-01,8.327E+00
1.37680E-01,7.927E+00
1.37684E-01,7.927E+00
1.37688E-01,7.927E+00
1.37692E-01,7.927E+00
1.37696E-01,7.927E+00
1.37700E-01,7.927E+00
1.37704E-01,8.327E+00
1.37708E-01,7.927E+00
1.37712E-01,8.327E+00
1.37716E-01,7.927E+00
1.37720E-01,7.927E+00
1.37724E-01,7.927E+00
1.37728E-01,7.927E+00
1.37732E-01,7.927E+00
1.37736E-01,7.927E+00
1.37740E-01,7.927E+00
1.37744E-01,7.927E+00
1.37748E-01,8.327E+00
1.37752E-01,8.327E+00
1.37756E-01,7.927E+00
1.37760E-01,7.927E+00
1.37764E-01,7.927E+00
1.37768E-01,7.927E+00
1.37772E-01,8.327E+00
1.37776E-01,8.327E+00
1.37780E-01,7.927E+00
1.37784E-01,7.927E+00
1.37788E-01,7.927E+00
1.37792E-01,8.327E+00
1.37796E-01,8.327E+00
1.37800E-01,7.927E+00
1.37804E-01,7.927E+00
1.37808E-01,7.927E+00
1.37812E-01,8.327E+00
1.37816E-01,8.327E+00
1.37820E-01,8.727E+00
1.37824E-01,7.927E+00
1.37828E-01,8.727E+00
1.37832E-01,8.327E+00
1.37836E-01,8.727E+00
1.37840E-01,8.727E+00
1.37844E-01,8.327E+00
1.37848E-01,8.327E+00
1.37852E-01,8.327E+00
1.37856E-01,8.327E+00
1.37860E-01,8.327E+00
1.37864E-01,8.327E+00
1.37868E-01,8.327E+00
1.37872E-01,8.327E+00
1.37876E-01,8.327E+00
1.37880E-01,8.727E+00
1.37884E-01,8.327E+00
1.37888E-01,8.327E+00
1.37892E-01,8.327E+00
1.37896E-01,8.727E+00
1.37900E-01,8.327E+00
1.37904E-01,8.727E+00
